,Warehouse id,Region,SKU id,date,sales,sales previous month,isHoli,isDiwali,isSankranti,isChristmas,isSummer,isWinter,month,time_idx
97,Wh-1,NORTH,SKU-100,2020-01-01,51,27.0,0,0,1,0,0,1,1,21
98,Wh-1,NORTH,SKU-100,2020-02-01,27,51.0,0,0,0,0,0,1,2,22
99,Wh-1,NORTH,SKU-100,2020-03-01,27,27.0,1,0,0,0,0,0,3,23
100,Wh-1,NORTH,SKU-100,2020-04-01,11,27.0,0,0,0,0,1,0,4,24
101,Wh-1,NORTH,SKU-100,2020-05-01,11,11.0,0,0,0,0,1,0,5,25
102,Wh-1,NORTH,SKU-100,2020-06-01,43,11.0,0,0,0,0,1,0,6,26
103,Wh-1,NORTH,SKU-100,2020-07-01,131,43.0,0,0,0,0,0,0,7,27
104,Wh-1,NORTH,SKU-100,2020-08-01,11,131.0,0,0,0,0,0,0,8,28
105,Wh-1,NORTH,SKU-100,2020-09-01,239,11.0,0,0,0,0,0,0,9,29
106,Wh-1,NORTH,SKU-100,2020-10-01,411,239.0,0,1,0,0,0,0,10,30
107,Wh-1,NORTH,SKU-100,2020-11-01,11,411.0,0,0,0,0,0,1,11,31
108,Wh-1,NORTH,SKU-100,2020-12-01,211,11.0,0,0,0,1,0,1,12,32
109,Wh-1,NORTH,SKU-100,2021-01-01,43,211.0,0,0,1,0,0,1,1,33
110,Wh-1,NORTH,SKU-100,2021-02-01,519,43.0,0,0,0,0,0,1,2,34
111,Wh-1,NORTH,SKU-100,2021-03-01,411,519.0,1,0,0,0,0,0,3,35
112,Wh-1,NORTH,SKU-100,2021-04-01,11,411.0,0,0,0,0,1,0,4,36
113,Wh-1,NORTH,SKU-100,2021-05-01,11,11.0,0,0,0,0,1,0,5,37
114,Wh-1,NORTH,SKU-101,2018-04-01,14,36.0,0,0,0,0,1,0,4,0
115,Wh-1,NORTH,SKU-101,2018-05-01,14,14.0,0,0,0,0,1,0,5,1
116,Wh-1,NORTH,SKU-101,2018-06-01,14,14.0,0,0,0,0,1,0,6,2
117,Wh-1,NORTH,SKU-101,2018-07-01,14,14.0,0,0,0,0,0,0,7,3
118,Wh-1,NORTH,SKU-101,2018-08-01,14,14.0,0,0,0,0,0,0,8,4
119,Wh-1,NORTH,SKU-101,2018-09-01,14,14.0,0,0,0,0,0,0,9,5
120,Wh-1,NORTH,SKU-101,2018-10-01,14,14.0,0,1,0,0,0,0,10,6
121,Wh-1,NORTH,SKU-101,2018-11-01,14,14.0,0,0,0,0,0,1,11,7
122,Wh-1,NORTH,SKU-101,2018-12-01,14,14.0,0,0,0,1,0,1,12,8
123,Wh-1,NORTH,SKU-101,2019-01-01,14,14.0,0,0,1,0,0,1,1,9
124,Wh-1,NORTH,SKU-101,2019-02-01,14,14.0,0,0,0,0,0,1,2,10
125,Wh-1,NORTH,SKU-101,2019-03-01,14,14.0,1,0,0,0,0,0,3,11
126,Wh-1,NORTH,SKU-101,2019-04-01,14,14.0,0,0,0,0,1,0,4,12
127,Wh-1,NORTH,SKU-101,2019-05-01,14,14.0,0,0,0,0,1,0,5,13
128,Wh-1,NORTH,SKU-101,2019-06-01,14,14.0,0,0,0,0,1,0,6,14
129,Wh-1,NORTH,SKU-101,2019-07-01,14,14.0,0,0,0,0,0,0,7,15
130,Wh-1,NORTH,SKU-101,2019-08-01,14,14.0,0,0,0,0,0,0,8,16
131,Wh-1,NORTH,SKU-101,2019-09-01,14,14.0,0,0,0,0,0,0,9,17
132,Wh-1,NORTH,SKU-101,2019-10-01,14,14.0,0,1,0,0,0,0,10,18
133,Wh-1,NORTH,SKU-101,2019-11-01,14,14.0,0,0,0,0,0,1,11,19
134,Wh-1,NORTH,SKU-101,2019-12-01,14,14.0,0,0,0,1,0,1,12,20
135,Wh-1,NORTH,SKU-101,2020-01-01,14,14.0,0,0,1,0,0,1,1,21
136,Wh-1,NORTH,SKU-101,2020-02-01,14,14.0,0,0,0,0,0,1,2,22
137,Wh-1,NORTH,SKU-101,2020-03-01,14,14.0,1,0,0,0,0,0,3,23
138,Wh-1,NORTH,SKU-101,2020-04-01,14,14.0,0,0,0,0,1,0,4,24
139,Wh-1,NORTH,SKU-101,2020-05-01,14,14.0,0,0,0,0,1,0,5,25
140,Wh-1,NORTH,SKU-101,2020-06-01,14,14.0,0,0,0,0,1,0,6,26
141,Wh-1,NORTH,SKU-101,2020-07-01,16,14.0,0,0,0,0,0,0,7,27
142,Wh-1,NORTH,SKU-101,2020-08-01,14,16.0,0,0,0,0,0,0,8,28
143,Wh-1,NORTH,SKU-101,2020-09-01,14,14.0,0,0,0,0,0,0,9,29
144,Wh-1,NORTH,SKU-101,2020-10-01,130,14.0,0,1,0,0,0,0,10,30
145,Wh-1,NORTH,SKU-101,2020-11-01,76,130.0,0,0,0,0,0,1,11,31
146,Wh-1,NORTH,SKU-101,2020-12-01,152,76.0,0,0,0,1,0,1,12,32
147,Wh-1,NORTH,SKU-101,2021-01-01,58,152.0,0,0,1,0,0,1,1,33
148,Wh-1,NORTH,SKU-101,2021-02-01,14,58.0,0,0,0,0,0,1,2,34
149,Wh-1,NORTH,SKU-101,2021-03-01,330,14.0,1,0,0,0,0,0,3,35
150,Wh-1,NORTH,SKU-101,2021-04-01,120,330.0,0,0,0,0,1,0,4,36
151,Wh-1,NORTH,SKU-101,2021-05-01,14,120.0,0,0,0,0,1,0,5,37
152,Wh-1,NORTH,SKU-102,2018-04-01,16,36.0,0,0,0,0,1,0,4,0
153,Wh-1,NORTH,SKU-102,2018-05-01,16,16.0,0,0,0,0,1,0,5,1
154,Wh-1,NORTH,SKU-102,2018-06-01,16,16.0,0,0,0,0,1,0,6,2
155,Wh-1,NORTH,SKU-102,2018-07-01,16,16.0,0,0,0,0,0,0,7,3
156,Wh-1,NORTH,SKU-102,2018-08-01,16,16.0,0,0,0,0,0,0,8,4
157,Wh-1,NORTH,SKU-102,2018-09-01,16,16.0,0,0,0,0,0,0,9,5
158,Wh-1,NORTH,SKU-102,2018-10-01,16,16.0,0,1,0,0,0,0,10,6
159,Wh-1,NORTH,SKU-102,2018-11-01,16,16.0,0,0,0,0,0,1,11,7
160,Wh-1,NORTH,SKU-102,2018-12-01,16,16.0,0,0,0,1,0,1,12,8
161,Wh-1,NORTH,SKU-102,2019-01-01,16,16.0,0,0,1,0,0,1,1,9
162,Wh-1,NORTH,SKU-102,2019-02-01,16,16.0,0,0,0,0,0,1,2,10
163,Wh-1,NORTH,SKU-102,2019-03-01,16,16.0,1,0,0,0,0,0,3,11
164,Wh-1,NORTH,SKU-102,2019-04-01,16,16.0,0,0,0,0,1,0,4,12
165,Wh-1,NORTH,SKU-102,2019-05-01,16,16.0,0,0,0,0,1,0,5,13
166,Wh-1,NORTH,SKU-102,2019-06-01,16,16.0,0,0,0,0,1,0,6,14
167,Wh-1,NORTH,SKU-102,2019-07-01,16,16.0,0,0,0,0,0,0,7,15
168,Wh-1,NORTH,SKU-102,2019-08-01,16,16.0,0,0,0,0,0,0,8,16
169,Wh-1,NORTH,SKU-102,2019-09-01,16,16.0,0,0,0,0,0,0,9,17
170,Wh-1,NORTH,SKU-102,2019-10-01,16,16.0,0,1,0,0,0,0,10,18
171,Wh-1,NORTH,SKU-102,2019-11-01,16,16.0,0,0,0,0,0,1,11,19
172,Wh-1,NORTH,SKU-102,2019-12-01,16,16.0,0,0,0,1,0,1,12,20
173,Wh-1,NORTH,SKU-102,2020-01-01,16,16.0,0,0,1,0,0,1,1,21
174,Wh-1,NORTH,SKU-102,2020-02-01,16,16.0,0,0,0,0,0,1,2,22
175,Wh-1,NORTH,SKU-102,2020-03-01,16,16.0,1,0,0,0,0,0,3,23
176,Wh-1,NORTH,SKU-102,2020-04-01,16,16.0,0,0,0,0,1,0,4,24
177,Wh-1,NORTH,SKU-102,2020-05-01,16,16.0,0,0,0,0,1,0,5,25
178,Wh-1,NORTH,SKU-102,2020-06-01,16,16.0,0,0,0,0,1,0,6,26
179,Wh-1,NORTH,SKU-102,2020-07-01,16,16.0,0,0,0,0,0,0,7,27
180,Wh-1,NORTH,SKU-102,2020-08-01,16,16.0,0,0,0,0,0,0,8,28
181,Wh-1,NORTH,SKU-102,2020-09-01,16,16.0,0,0,0,0,0,0,9,29
182,Wh-1,NORTH,SKU-102,2020-10-01,121,16.0,0,1,0,0,0,0,10,30
183,Wh-1,NORTH,SKU-102,2020-11-01,23,121.0,0,0,0,0,0,1,11,31
184,Wh-1,NORTH,SKU-102,2020-12-01,16,23.0,0,0,0,1,0,1,12,32
185,Wh-1,NORTH,SKU-102,2021-01-01,125,16.0,0,0,1,0,0,1,1,33
186,Wh-1,NORTH,SKU-102,2021-02-01,61,125.0,0,0,0,0,0,1,2,34
187,Wh-1,NORTH,SKU-102,2021-03-01,127,61.0,1,0,0,0,0,0,3,35
188,Wh-1,NORTH,SKU-102,2021-04-01,96,127.0,0,0,0,0,1,0,4,36
189,Wh-1,NORTH,SKU-102,2021-05-01,25,96.0,0,0,0,0,1,0,5,37
190,Wh-1,NORTH,SKU-103,2018-04-01,103,36.0,0,0,0,0,1,0,4,0
191,Wh-1,NORTH,SKU-103,2018-05-01,121,103.0,0,0,0,0,1,0,5,1
192,Wh-1,NORTH,SKU-103,2018-06-01,103,121.0,0,0,0,0,1,0,6,2
193,Wh-1,NORTH,SKU-103,2018-07-01,10,103.0,0,0,0,0,0,0,7,3
194,Wh-1,NORTH,SKU-103,2018-08-01,115,10.0,0,0,0,0,0,0,8,4
195,Wh-1,NORTH,SKU-103,2018-09-01,133,115.0,0,0,0,0,0,0,9,5
196,Wh-1,NORTH,SKU-103,2018-10-01,190,133.0,0,1,0,0,0,0,10,6
197,Wh-1,NORTH,SKU-103,2018-11-01,103,190.0,0,0,0,0,0,1,11,7
198,Wh-1,NORTH,SKU-103,2018-12-01,166,103.0,0,0,0,1,0,1,12,8
199,Wh-1,NORTH,SKU-103,2019-01-01,103,166.0,0,0,1,0,0,1,1,9
200,Wh-1,NORTH,SKU-103,2019-02-01,34,103.0,0,0,0,0,0,1,2,10
201,Wh-1,NORTH,SKU-103,2019-03-01,16,34.0,1,0,0,0,0,0,3,11
202,Wh-1,NORTH,SKU-103,2019-04-01,55,16.0,0,0,0,0,1,0,4,12
203,Wh-1,NORTH,SKU-103,2019-05-01,16,55.0,0,0,0,0,1,0,5,13
204,Wh-1,NORTH,SKU-103,2019-06-01,28,16.0,0,0,0,0,1,0,6,14
205,Wh-1,NORTH,SKU-103,2019-07-01,106,28.0,0,0,0,0,0,0,7,15
206,Wh-1,NORTH,SKU-103,2019-08-01,10,106.0,0,0,0,0,0,0,8,16
207,Wh-1,NORTH,SKU-103,2019-09-01,331,10.0,0,0,0,0,0,0,9,17
208,Wh-1,NORTH,SKU-103,2019-10-01,112,331.0,0,1,0,0,0,0,10,18
209,Wh-1,NORTH,SKU-103,2019-11-01,151,112.0,0,0,0,0,0,1,11,19
210,Wh-1,NORTH,SKU-103,2019-12-01,175,151.0,0,0,0,1,0,1,12,20
211,Wh-1,NORTH,SKU-103,2020-01-01,58,175.0,0,0,1,0,0,1,1,21
212,Wh-1,NORTH,SKU-103,2020-02-01,76,58.0,0,0,0,0,0,1,2,22
213,Wh-1,NORTH,SKU-103,2020-03-01,28,76.0,1,0,0,0,0,0,3,23
214,Wh-1,NORTH,SKU-103,2020-04-01,10,28.0,0,0,0,0,1,0,4,24
215,Wh-1,NORTH,SKU-103,2020-05-01,37,10.0,0,0,0,0,1,0,5,25
216,Wh-1,NORTH,SKU-103,2020-06-01,85,37.0,0,0,0,0,1,0,6,26
217,Wh-1,NORTH,SKU-103,2020-07-01,43,85.0,0,0,0,0,0,0,7,27
218,Wh-1,NORTH,SKU-103,2020-08-01,118,43.0,0,0,0,0,0,0,8,28
219,Wh-1,NORTH,SKU-103,2020-09-01,79,118.0,0,0,0,0,0,0,9,29
220,Wh-1,NORTH,SKU-103,2020-10-01,85,79.0,0,1,0,0,0,0,10,30
221,Wh-1,NORTH,SKU-103,2020-11-01,58,85.0,0,0,0,0,0,1,11,31
222,Wh-1,NORTH,SKU-103,2020-12-01,100,58.0,0,0,0,1,0,1,12,32
223,Wh-1,NORTH,SKU-103,2021-01-01,43,100.0,0,0,1,0,0,1,1,33
224,Wh-1,NORTH,SKU-103,2021-02-01,79,43.0,0,0,0,0,0,1,2,34
225,Wh-1,NORTH,SKU-103,2021-03-01,196,79.0,1,0,0,0,0,0,3,35
226,Wh-1,NORTH,SKU-103,2021-04-01,13,196.0,0,0,0,0,1,0,4,36
227,Wh-1,NORTH,SKU-103,2021-05-01,55,13.0,0,0,0,0,1,0,5,37
228,Wh-1,NORTH,SKU-104,2018-04-01,304,36.0,0,0,0,0,1,0,4,0
229,Wh-1,NORTH,SKU-104,2018-05-01,224,304.0,0,0,0,0,1,0,5,1
230,Wh-1,NORTH,SKU-104,2018-06-01,56,224.0,0,0,0,0,1,0,6,2
231,Wh-1,NORTH,SKU-104,2018-07-01,96,56.0,0,0,0,0,0,0,7,3
232,Wh-1,NORTH,SKU-104,2018-08-01,52,96.0,0,0,0,0,0,0,8,4
233,Wh-1,NORTH,SKU-104,2018-09-01,304,52.0,0,0,0,0,0,0,9,5
234,Wh-1,NORTH,SKU-104,2018-10-01,232,304.0,0,1,0,0,0,0,10,6
235,Wh-1,NORTH,SKU-104,2018-11-01,384,232.0,0,0,0,0,0,1,11,7
236,Wh-1,NORTH,SKU-104,2018-12-01,192,384.0,0,0,0,1,0,1,12,8
237,Wh-1,NORTH,SKU-104,2019-01-01,172,192.0,0,0,1,0,0,1,1,9
238,Wh-1,NORTH,SKU-104,2019-02-01,20,172.0,0,0,0,0,0,1,2,10
239,Wh-1,NORTH,SKU-104,2019-03-01,224,20.0,1,0,0,0,0,0,3,11
240,Wh-1,NORTH,SKU-104,2019-04-01,224,224.0,0,0,0,0,1,0,4,12
241,Wh-1,NORTH,SKU-104,2019-05-01,212,224.0,0,0,0,0,1,0,5,13
242,Wh-1,NORTH,SKU-104,2019-06-01,120,212.0,0,0,0,0,1,0,6,14
243,Wh-1,NORTH,SKU-104,2019-07-01,220,120.0,0,0,0,0,0,0,7,15
244,Wh-1,NORTH,SKU-104,2019-08-01,136,220.0,0,0,0,0,0,0,8,16
245,Wh-1,NORTH,SKU-104,2019-09-01,224,136.0,0,0,0,0,0,0,9,17
246,Wh-1,NORTH,SKU-104,2019-10-01,248,224.0,0,1,0,0,0,0,10,18
247,Wh-1,NORTH,SKU-104,2019-11-01,328,248.0,0,0,0,0,0,1,11,19
248,Wh-1,NORTH,SKU-104,2019-12-01,224,328.0,0,0,0,1,0,1,12,20
249,Wh-1,NORTH,SKU-104,2020-01-01,56,224.0,0,0,1,0,0,1,1,21
250,Wh-1,NORTH,SKU-104,2020-02-01,96,56.0,0,0,0,0,0,1,2,22
251,Wh-1,NORTH,SKU-104,2020-03-01,108,96.0,1,0,0,0,0,0,3,23
252,Wh-1,NORTH,SKU-104,2020-04-01,4,108.0,0,0,0,0,1,0,4,24
253,Wh-1,NORTH,SKU-104,2020-05-01,200,4.0,0,0,0,0,1,0,5,25
254,Wh-1,NORTH,SKU-104,2020-06-01,200,200.0,0,0,0,0,1,0,6,26
255,Wh-1,NORTH,SKU-104,2020-07-01,180,200.0,0,0,0,0,0,0,7,27
256,Wh-1,NORTH,SKU-104,2020-08-01,260,180.0,0,0,0,0,0,0,8,28
257,Wh-1,NORTH,SKU-104,2020-09-01,272,260.0,0,0,0,0,0,0,9,29
258,Wh-1,NORTH,SKU-104,2020-10-01,324,272.0,0,1,0,0,0,0,10,30
259,Wh-1,NORTH,SKU-104,2020-11-01,60,324.0,0,0,0,0,0,1,11,31
260,Wh-1,NORTH,SKU-104,2020-12-01,200,60.0,0,0,0,1,0,1,12,32
261,Wh-1,NORTH,SKU-104,2021-01-01,84,200.0,0,0,1,0,0,1,1,33
262,Wh-1,NORTH,SKU-104,2021-02-01,256,84.0,0,0,0,0,0,1,2,34
263,Wh-1,NORTH,SKU-104,2021-03-01,244,256.0,1,0,0,0,0,0,3,35
264,Wh-1,NORTH,SKU-104,2021-04-01,200,244.0,0,0,0,0,1,0,4,36
265,Wh-1,NORTH,SKU-104,2021-05-01,32,200.0,0,0,0,0,1,0,5,37
266,Wh-1,NORTH,SKU-105,2018-04-01,44,36.0,0,0,0,0,1,0,4,0
267,Wh-1,NORTH,SKU-105,2018-05-01,48,44.0,0,0,0,0,1,0,5,1
268,Wh-1,NORTH,SKU-105,2018-06-01,83,48.0,0,0,0,0,1,0,6,2
269,Wh-1,NORTH,SKU-105,2018-07-01,87,83.0,0,0,0,0,0,0,7,3
270,Wh-1,NORTH,SKU-105,2018-08-01,55,87.0,0,0,0,0,0,0,8,4
271,Wh-1,NORTH,SKU-105,2018-09-01,88,55.0,0,0,0,0,0,0,9,5
272,Wh-1,NORTH,SKU-105,2018-10-01,117,88.0,0,1,0,0,0,0,10,6
273,Wh-1,NORTH,SKU-105,2018-11-01,99,117.0,0,0,0,0,0,1,11,7
274,Wh-1,NORTH,SKU-105,2018-12-01,65,99.0,0,0,0,1,0,1,12,8
275,Wh-1,NORTH,SKU-105,2019-01-01,40,65.0,0,0,1,0,0,1,1,9
276,Wh-1,NORTH,SKU-105,2019-02-01,29,40.0,0,0,0,0,0,1,2,10
277,Wh-1,NORTH,SKU-105,2019-03-01,58,29.0,1,0,0,0,0,0,3,11
278,Wh-1,NORTH,SKU-105,2019-04-01,28,58.0,0,0,0,0,1,0,4,12
279,Wh-1,NORTH,SKU-105,2019-05-01,24,28.0,0,0,0,0,1,0,5,13
280,Wh-1,NORTH,SKU-105,2019-06-01,39,24.0,0,0,0,0,1,0,6,14
281,Wh-1,NORTH,SKU-105,2019-07-01,83,39.0,0,0,0,0,0,0,7,15
282,Wh-1,NORTH,SKU-105,2019-08-01,19,83.0,0,0,0,0,0,0,8,16
283,Wh-1,NORTH,SKU-105,2019-09-01,27,19.0,0,0,0,0,0,0,9,17
284,Wh-1,NORTH,SKU-105,2019-10-01,34,27.0,0,1,0,0,0,0,10,18
285,Wh-1,NORTH,SKU-105,2019-11-01,83,34.0,0,0,0,0,0,1,11,19
286,Wh-1,NORTH,SKU-105,2019-12-01,43,83.0,0,0,0,1,0,1,12,20
287,Wh-1,NORTH,SKU-105,2020-01-01,24,43.0,0,0,1,0,0,1,1,21
