,item_id,date,Region,p10,p50,p75,p90
40,sku-359,2021-06-01T00:00:00Z,west,6.796272278,59.2592392,84.74403381,136.8030548
41,sku-359,2021-07-01T00:00:00Z,west,30.51664543,61.25307465,77.9041214,99.88651276
42,sku-37,2021-01-01T00:00:00Z,west,-33.80301666,73.01758575,135.0952759,231.0559998
43,sku-37,2021-02-01T00:00:00Z,west,-7.968971252,96.29922485,154.5146637,241.7196045
44,sku-37,2021-03-01T00:00:00Z,west,-58.52581787,58.27837372,116.3012695,169.118927
45,sku-37,2021-04-01T00:00:00Z,west,-13.20545959,72.00782776,114.5076675,162.5505981
46,sku-37,2021-05-01T00:00:00Z,west,-0.326850891,86.34548187,105.8119736,152.377655
47,sku-37,2021-06-01T00:00:00Z,west,-7.931213379,65.64173889,91.06381989,132.0267639
48,sku-37,2021-07-01T00:00:00Z,west,2.940670013,73.55397034,104.2716217,139.7845154
49,sku-44,2021-01-01T00:00:00Z,west,-24.34000397,80.99336243,137.8667145,189.1554871
50,sku-44,2021-02-01T00:00:00Z,west,-59.07421112,88.87071991,128.4213715,232.8399048
51,sku-44,2021-03-01T00:00:00Z,west,-80.05084991,79.21792603,127.6018524,187.3851624
52,sku-44,2021-04-01T00:00:00Z,west,-44.14022064,71.81360626,120.5299835,157.9194794
53,sku-44,2021-05-01T00:00:00Z,west,-21.00221252,61.22154999,95.29586029,169.8946686
54,sku-44,2021-06-01T00:00:00Z,west,-7.038276672,55.71678162,92.09044647,161.6033936
55,sku-44,2021-07-01T00:00:00Z,west,-19.3153038,63.75028992,91.54312134,145.6031799
56,sku-9,2021-01-01T00:00:00Z,west,-114.6041565,126.7044067,213.5357208,269.28125
57,sku-9,2021-02-01T00:00:00Z,west,-17.40225983,79.50983429,183.8670502,268.2832031
58,sku-9,2021-03-01T00:00:00Z,west,-77.20761108,45.65671539,98.46946716,186.4404907
59,sku-9,2021-04-01T00:00:00Z,west,-26.01170349,99.93904877,168.9430542,298.1002502
60,sku-9,2021-05-01T00:00:00Z,west,-2.353229523,80.24580383,146.962326,204.9428101
61,sku-9,2021-06-01T00:00:00Z,west,-12.82840729,93.54483032,140.2457886,226.2638245
62,sku-9,2021-07-01T00:00:00Z,west,10.00077057,104.1409378,131.9154968,199.6214752
0,sku-14,2021-01-01T00:00:00Z,north,55.77674866,201.8231049,291.7067261,373.3770142
1,sku-14,2021-02-01T00:00:00Z,north,3.651748657,191.8691559,263.7217712,374.6233826
2,sku-14,2021-03-01T00:00:00Z,north,17.30249786,180.6766663,250.1145172,298.6501465
3,sku-14,2021-04-01T00:00:00Z,north,-15.33720398,133.7316589,221.9952087,295.6265259
4,sku-14,2021-05-01T00:00:00Z,north,49.858078,210.5486908,286.5466309,398.3213806
5,sku-14,2021-06-01T00:00:00Z,north,-16.89178467,182.896759,293.2247925,376.0371704
6,sku-14,2021-07-01T00:00:00Z,north,-15.03765869,165.2448578,254.870575,381.8371582
7,sku-231,2021-01-01T00:00:00Z,north,6.656461716,19.45874596,23.9863472,32.44603729
8,sku-231,2021-02-01T00:00:00Z,north,3.943728447,20.15151024,24.90891075,31.78794861
9,sku-231,2021-03-01T00:00:00Z,north,5.419094086,20.0525856,25.86966705,43.0283699
10,sku-231,2021-04-01T00:00:00Z,north,3.292005539,18.93940926,25.50406647,46.60159302
11,sku-231,2021-05-01T00:00:00Z,north,3.085677147,18.25429153,29.70008087,38.50206757
12,sku-231,2021-06-01T00:00:00Z,north,-6.463438034,18.03769493,25.98073959,35.04059982
13,sku-231,2021-07-01T00:00:00Z,north,-2.142786026,17.57028008,26.87339973,37.84970093
14,sku-316,2021-01-01T00:00:00Z,east,19,19,19,19
15,sku-316,2021-02-01T00:00:00Z,east,19,19,19,19
16,sku-316,2021-03-01T00:00:00Z,east,19,19,19,19
17,sku-316,2021-04-01T00:00:00Z,east,19,19,19,19
18,sku-316,2021-05-01T00:00:00Z,east,19,19,19,19
19,sku-316,2021-06-01T00:00:00Z,east,19,19,19,19
20,sku-316,2021-07-01T00:00:00Z,east,19,19,19,19
21,sku-384,2021-01-01T00:00:00Z,south,-2.305145264,52.31338501,86.55285645,115.3004532
22,sku-384,2021-02-01T00:00:00Z,south,-21.87721252,51.43476868,74.9127655,102.6317368
23,sku-384,2021-03-01T00:00:00Z,south,-15.75131989,42.93611908,73.96473694,110.2876434
24,sku-384,2021-04-01T00:00:00Z,south,-2.888454437,43.79943848,72.5904007,102.12854
25,sku-384,2021-05-01T00:00:00Z,south,-20.40795517,45.48854828,81.56575012,110.9827728
26,sku-384,2021-06-01T00:00:00Z,south,-8.662162781,42.10118485,59.13339233,82.09539032
27,sku-384,2021-07-01T00:00:00Z,south,1.929252625,47.97802734,70.43587494,132.1816101
0,sku-133,2021-01-01T00:00:00Z,west,-70.30645752,323.0583496,514.9431152,712.1676025
1,sku-133,2021-02-01T00:00:00Z,west,-40.09640503,310.5687561,406.9933167,563.4539795
2,sku-133,2021-03-01T00:00:00Z,west,33.30374146,257.8791199,395.3805847,529.6380005
3,sku-133,2021-04-01T00:00:00Z,west,79.87438965,244.4839783,346.499054,484.9545898
4,sku-133,2021-05-01T00:00:00Z,west,-21.63066101,271.7285767,384.0977783,565.2001343
5,sku-133,2021-06-01T00:00:00Z,west,34.75091553,257.1300964,348.678009,449.4099731
6,sku-133,2021-07-01T00:00:00Z,west,37.73162842,276.8898621,400.5578308,524.7354736
7,sku-76,2021-01-01T00:00:00Z,west,16,16,16,16
8,sku-76,2021-02-01T00:00:00Z,west,16,16,16,16
9,sku-76,2021-03-01T00:00:00Z,west,16,16,16,16
10,sku-76,2021-04-01T00:00:00Z,west,16,16,16,16
11,sku-76,2021-05-01T00:00:00Z,west,16,16,16,16
12,sku-76,2021-06-01T00:00:00Z,west,16,16,16,16
13,sku-76,2021-07-01T00:00:00Z,west,16,16,16,16
0,sku-138,2021-01-01T00:00:00Z,east,-21.41366577,142.0998993,226.4932404,330.2102661
1,sku-138,2021-02-01T00:00:00Z,east,-4.967422485,144.759613,260.8727417,354.2639771
2,sku-138,2021-03-01T00:00:00Z,east,-83.22184753,95.16651917,160.4812927,287.0063477
3,sku-138,2021-04-01T00:00:00Z,east,-33.47003937,118.8976517,199.1939392,327.8255005
4,sku-138,2021-05-01T00:00:00Z,east,12.046978,105.7867279,173.8337708,269.6791077
5,sku-138,2021-06-01T00:00:00Z,east,38.41477203,139.0028381,200.8852386,277.5448608
6,sku-138,2021-07-01T00:00:00Z,east,-6.964027405,129.9487152,172.8686829,255.8599548
7,sku-19,2021-01-01T00:00:00Z,west,32.86908232,38.11564983,40.87695581,43.36221734
8,sku-19,2021-02-01T00:00:00Z,west,26.51723145,34.32127971,38.4286061,42.12532797
9,sku-19,2021-03-01T00:00:00Z,west,23.36196742,32.89486567,37.91209816,42.42776392
10,sku-19,2021-04-01T00:00:00Z,west,25.53102841,36.22478287,41.85298229,46.91853733
11,sku-19,2021-05-01T00:00:00Z,west,26.77708884,38.54123957,44.73279619,50.30539029
12,sku-19,2021-06-01T00:00:00Z,west,23.46165612,36.52032931,43.39320236,54.90700249
13,sku-19,2021-07-01T00:00:00Z,west,20.11598496,34.4318177,41.96634281,54.07565044
14,sku-250,2021-01-01T00:00:00Z,west,-71.84827423,85.19893646,133.7862701,232.9560852
15,sku-250,2021-02-01T00:00:00Z,west,-30.16916656,92.30924225,153.7075806,224.601593
16,sku-250,2021-03-01T00:00:00Z,west,-68.7910614,93.9764328,147.3860626,228.4718628
17,sku-250,2021-04-01T00:00:00Z,west,-61.18269348,102.8763504,162.2822266,222.1906128
18,sku-250,2021-05-01T00:00:00Z,west,-52.29631805,94.92424011,147.7589417,234.7868652
19,sku-250,2021-06-01T00:00:00Z,west,-2.569076538,97.60390472,138.0749359,238.906311
20,sku-250,2021-07-01T00:00:00Z,west,-11.14704132,96.31793976,133.6120148,203.5454102
21,sku-415,2021-01-01T00:00:00Z,east,2.829295158,10.55657291,14.25208664,18.39839172
22,sku-415,2021-02-01T00:00:00Z,east,-2.676477432,9.526823044,16.41636276,24.98418045
23,sku-415,2021-03-01T00:00:00Z,east,-4.615426064,10.76552296,19.52389145,31.08856773
24,sku-415,2021-04-01T00:00:00Z,east,-9.73959446,11.73073864,20.20866585,30.63715744
25,sku-415,2021-05-01T00:00:00Z,east,-1.079907417,15.56242371,24.71004295,32.99683762
26,sku-415,2021-06-01T00:00:00Z,east,-8.980962753,13.10628319,23.66820908,44.02325821
27,sku-415,2021-07-01T00:00:00Z,east,-8.126617432,15.32531738,22.27823448,29.67767715
0,sku-115,2021-01-01T00:00:00Z,north,-11.93576622,19.38488007,36.27688599,52.90696716
1,sku-115,2021-02-01T00:00:00Z,north,-3.952257156,36.58398819,54.18500519,76.44898224
2,sku-115,2021-03-01T00:00:00Z,north,13.56978416,35.84988403,46.31301498,61.82701111
3,sku-115,2021-04-01T00:00:00Z,north,1.997245789,28.98190689,48.90459824,59.39183807
4,sku-115,2021-05-01T00:00:00Z,north,-12.95473862,28.81725311,43.73047638,59.69086838
5,sku-115,2021-06-01T00:00:00Z,north,-14.114748,25.80335236,40.81418991,67.18843842
6,sku-115,2021-07-01T00:00:00Z,north,-24.88465118,27.6855545,50.01516342,63.90674591
7,sku-121,2021-01-01T00:00:00Z,east,70.95805359,273.3371887,396.6854858,614.6318359
8,sku-121,2021-02-01T00:00:00Z,east,-83.97743225,224.7435303,308.1115723,484.2735596
9,sku-121,2021-03-01T00:00:00Z,east,-181.3313751,100.9780807,222.9660187,310.4102173
10,sku-121,2021-04-01T00:00:00Z,east,-245.0785675,153.0564117,295.6221924,465.2524414
11,sku-121,2021-05-01T00:00:00Z,east,-6.84060669,242.2092896,391.2700806,611.3818359
12,sku-121,2021-06-01T00:00:00Z,east,9.151977539,273.3175354,394.0039368,546.7473145
13,sku-121,2021-07-01T00:00:00Z,east,35.75289917,259.9172974,375.0133667,629.8724365
14,sku-26,2021-01-01T00:00:00Z,east,-5.630641044,18.2835449,30.86975191,42.19773084
15,sku-26,2021-02-01T00:00:00Z,east,-31.70917584,18.12640776,44.35523166,67.96199136
16,sku-26,2021-03-01T00:00:00Z,east,-92.3883974,17.96927061,76.05130019,128.3269386
17,sku-26,2021-04-01T00:00:00Z,east,-238.7572084,17.81213347,152.8464122,274.3814754
18,sku-26,2021-05-01T00:00:00Z,east,-594.8978349,17.65499633,340.0459303,630.2078276
19,sku-26,2021-06-01T00:00:00Z,east,-1463.65837,17.49785919,797.0409709,1498.654089
20,sku-26,2021-07-01T00:00:00Z,east,-3584.71238,17.34072204,1913.127019,3619.393824
21,sku-27,2021-01-01T00:00:00Z,south,-78.97336851,276.791294,464.032779,632.5559564
22,sku-27,2021-02-01T00:00:00Z,south,-300.6965129,285.0219509,593.2897654,870.7404146
23,sku-27,2021-03-01T00:00:00Z,south,-637.0267322,293.2526078,782.8652746,1223.531948
24,sku-27,2021-04-01T00:00:00Z,south,-1158.50883,301.4832647,1069.887541,1761.475359
25,sku-27,2021-05-01T00:00:00Z,south,-1973.92101,309.7139216,1511.607311,2593.348854
26,sku-27,2021-06-01T00:00:00Z,south,-3253.232065,317.9445785,2197.480375,3923.753222
27,sku-27,2021-07-01T00:00:00Z,south,-5262.981363,326.1752354,3267.788308,6011.235834
28,sku-394,2021-01-01T00:00:00Z,west,19,19,19,19
29,sku-394,2021-02-01T00:00:00Z,west,19,19,19,19
30,sku-394,2021-03-01T00:00:00Z,west,19,19,19,19
31,sku-394,2021-04-01T00:00:00Z,west,19,19,19,19
32,sku-394,2021-05-01T00:00:00Z,west,19,19,19,19
33,sku-394,2021-06-01T00:00:00Z,west,19,19,19,19
34,sku-394,2021-07-01T00:00:00Z,west,19,19,19,19
0,sku-141,2021-01-01T00:00:00Z,west,5.002059937,77.91176605,117.1092834,190.033783
1,sku-141,2021-02-01T00:00:00Z,west,8.923297882,65.95333862,108.3329926,155.4160919
2,sku-141,2021-03-01T00:00:00Z,west,-11.43308258,69.99407959,108.4307022,153.0231934
3,sku-141,2021-04-01T00:00:00Z,west,8.614534378,76.14575195,95.88821411,126.6354065
4,sku-141,2021-05-01T00:00:00Z,west,-11.92819214,65.52037811,105.0721054,139.1762085
5,sku-141,2021-06-01T00:00:00Z,west,-4.923351288,63.98774719,90.17495728,123.9791107
6,sku-141,2021-07-01T00:00:00Z,west,2.948959351,59.87182999,94.23130035,117.3081818
7,sku-17,2021-01-01T00:00:00Z,east,35.80064392,145.1648865,209.7949829,282.4746704
8,sku-17,2021-02-01T00:00:00Z,east,-5.015724182,124.1789322,168.804184,262.0271912
9,sku-17,2021-03-01T00:00:00Z,east,-33.7159729,134.044281,193.0081329,277.0836792
10,sku-17,2021-04-01T00:00:00Z,east,-1.710586548,105.4574356,157.714386,263.0191345
11,sku-17,2021-05-01T00:00:00Z,east,-135.3379364,64.94567871,130.6217804,203.2974548
12,sku-17,2021-06-01T00:00:00Z,east,-54.49589539,107.3170929,194.3504181,313.43927
13,sku-17,2021-07-01T00:00:00Z,east,-22.61909485,144.4698944,201.366272,309.3519897
14,sku-273,2021-01-01T00:00:00Z,south,-15.12005997,49.11219788,73.10779572,102.6747131
15,sku-273,2021-02-01T00:00:00Z,south,2.175853729,54.48308945,77.83280945,101.5621338
16,sku-273,2021-03-01T00:00:00Z,south,-6.294395447,46.26724625,82.54987335,121.651947
17,sku-273,2021-04-01T00:00:00Z,south,-30.14713287,44.24429703,67.99794769,111.1599579
18,sku-273,2021-05-01T00:00:00Z,south,-1.603496552,46.5710144,67.98027039,104.2058105
19,sku-273,2021-06-01T00:00:00Z,south,-26.35709,36.91834259,65.31581116,94.64097595
20,sku-273,2021-07-01T00:00:00Z,south,-10.44556046,35.43544769,60.47438049,82.66592407
21,sku-279,2021-01-01T00:00:00Z,south,-24.68826294,315.0513611,461.3824463,630.2293701
22,sku-279,2021-02-01T00:00:00Z,south,34.66873169,334.0988159,478.4272461,659.1268311
23,sku-279,2021-03-01T00:00:00Z,south,49.17791748,294.6928101,386.8644714,608.7926025
24,sku-279,2021-04-01T00:00:00Z,south,89.51743317,308.0614929,433.238739,561.5622559
25,sku-279,2021-05-01T00:00:00Z,south,-88.02928162,282.5538635,410.7496033,566.161438
26,sku-279,2021-06-01T00:00:00Z,south,-41.21829224,302.5565796,424.6992188,620.7526855
27,sku-279,2021-07-01T00:00:00Z,south,54.32434082,305.2113647,405.5497131,550.2174072
28,sku-285,2021-01-01T00:00:00Z,south,-1.485357285,18.52425957,28.82974815,44.49324036
29,sku-285,2021-02-01T00:00:00Z,south,5.125311852,24.00579453,34.45351791,43.06127548
30,sku-285,2021-03-01T00:00:00Z,south,-2.321390152,19.37222862,35.1218071,59.81170654
31,sku-285,2021-04-01T00:00:00Z,south,-14.11630249,20.73893929,36.58308792,49.83400726
32,sku-285,2021-05-01T00:00:00Z,south,-7.057767868,20.50491905,31.642416,57.91888428
33,sku-285,2021-06-01T00:00:00Z,south,-3.500530243,18.01504898,29.8725338,44.65559387
34,sku-285,2021-07-01T00:00:00Z,south,-1.055330277,17.64363861,31.73619652,51.90292358
35,sku-343,2021-01-01T00:00:00Z,west,5.411529541,200.5239716,274.481842,375.4579468
36,sku-343,2021-02-01T00:00:00Z,west,-42.86782837,163.8713837,274.0025024,359.9432068
37,sku-343,2021-03-01T00:00:00Z,west,-92.34225464,81.66602325,185.853653,312.431427
38,sku-343,2021-04-01T00:00:00Z,west,-65.08651733,160.2302094,238.3972778,337.6367798
39,sku-343,2021-05-01T00:00:00Z,west,-112.9262543,202.1604614,320.7815552,453.9445496
40,sku-343,2021-06-01T00:00:00Z,west,38.86869812,199.2649536,269.6182251,329.7613831
41,sku-343,2021-07-01T00:00:00Z,west,71.96281433,220.2496948,280.9975891,373.9082642
0,sku-167,2021-01-01T00:00:00Z,north,-4.845376968,18.42189407,30.24092674,60.64105225
1,sku-167,2021-02-01T00:00:00Z,north,-12.87046051,22.73076439,40.39231873,60.86249542
2,sku-167,2021-03-01T00:00:00Z,north,-12.72429276,27.33813667,46.85092926,66.20459747
3,sku-167,2021-04-01T00:00:00Z,north,-3.83171463,27.34434319,46.26583862,71.53968048
4,sku-167,2021-05-01T00:00:00Z,north,-9.946107864,28.94085693,53.12274933,83.93489075
5,sku-167,2021-06-01T00:00:00Z,north,-11.67952156,31.54582405,52.19023132,68.63401794
6,sku-167,2021-07-01T00:00:00Z,north,0.466403961,37.10003662,52.9933548,80.74055481
7,sku-183,2021-01-01T00:00:00Z,north,11.29213905,14.28045845,16.15539169,17.7872467
8,sku-183,2021-02-01T00:00:00Z,north,8.296728134,14.91830158,17.33757782,19.60949326
9,sku-183,2021-03-01T00:00:00Z,north,9.387096405,15.54744911,17.70432281,20.71670341
10,sku-183,2021-04-01T00:00:00Z,north,7.801988602,16.50143433,20.82826042,25.06348419
11,sku-183,2021-05-01T00:00:00Z,north,8.372003555,15.67920971,19.15963173,22.59242249
12,sku-183,2021-06-01T00:00:00Z,north,7.125852585,15.75028229,20.23105049,27.0113945
13,sku-183,2021-07-01T00:00:00Z,north,4.728327751,15.42272091,19.20034981,28.48401451
14,sku-192,2021-01-01T00:00:00Z,north,12.18280506,23.87490654,33.95020294,46.24662781
15,sku-192,2021-02-01T00:00:00Z,north,0.184328079,24.83995438,34.5580368,53.9331665
16,sku-192,2021-03-01T00:00:00Z,north,-16.50146484,23.48903465,39.40830994,61.49721527
17,sku-192,2021-04-01T00:00:00Z,north,2.64122963,22.96477509,34.25972748,56.66172028
18,sku-192,2021-05-01T00:00:00Z,north,-8.459287643,19.20222092,33.89896011,53.01066208
19,sku-192,2021-06-01T00:00:00Z,north,5.580896378,23.36657715,34.61262512,50.10422516
20,sku-192,2021-07-01T00:00:00Z,north,3.331961393,24.13393021,34.1195488,56.68471527
21,sku-353,2021-01-01T00:00:00Z,west,-17729.18544,21951.34679,42835.49457,61631.87903
22,sku-353,2021-02-01T00:00:00Z,west,-535.2736524,325.9431793,779.2077543,1187.160011
23,sku-353,2021-03-01T00:00:00Z,west,-569.5993844,208.2805654,617.6843437,986.1605151
24,sku-353,2021-04-01T00:00:00Z,west,-480.2236293,136.8901056,461.6814758,754.0038405
25,sku-353,2021-05-01T00:00:00Z,west,-442.4428605,106.7393603,395.777889,655.9215811
26,sku-353,2021-06-01T00:00:00Z,west,-397.3590389,90.11826574,346.6810559,577.5955704
27,sku-353,2021-07-01T00:00:00Z,west,-11002.11776,395.1049573,6393.544749,11810.30968
28,sku-393,2021-01-01T00:00:00Z,west,17,17,17,17
29,sku-393,2021-02-01T00:00:00Z,west,17,17,17,17
30,sku-393,2021-03-01T00:00:00Z,west,17,17,17,17
31,sku-393,2021-04-01T00:00:00Z,west,17,17,17,17
32,sku-393,2021-05-01T00:00:00Z,west,17,17,17,17
33,sku-393,2021-06-01T00:00:00Z,west,17,17,17,17
34,sku-393,2021-07-01T00:00:00Z,west,17,17,17,17
35,sku-9,2021-01-01T00:00:00Z,east,40.10931015,102.8165436,136.2064972,212.254303
36,sku-9,2021-02-01T00:00:00Z,east,-1.920104981,86.41941071,127.8505096,165.3960876
37,sku-9,2021-03-01T00:00:00Z,east,-18.38612747,55.84972382,106.5282135,174.7249451
38,sku-9,2021-04-01T00:00:00Z,east,-37.1379776,59.25247574,98.7230835,162.0126038
39,sku-9,2021-05-01T00:00:00Z,east,-26.76165771,88.2885437,128.5434723,190.9855347
40,sku-9,2021-06-01T00:00:00Z,east,3.047935486,89.12084961,127.9745941,174.4287262
41,sku-9,2021-07-01T00:00:00Z,east,24.54788589,88.71826935,117.1614456,142.506134
42,sku-90,2021-01-01T00:00:00Z,north,5.439079285,105.0517883,143.3820648,187.97435
43,sku-90,2021-02-01T00:00:00Z,north,-0.681747437,103.7003403,156.1901855,222.5877533
44,sku-90,2021-03-01T00:00:00Z,north,-51.74916077,71.57564545,131.1218262,220.2507019
45,sku-90,2021-04-01T00:00:00Z,north,0.564941406,89.72594452,121.8094864,197.4009247
46,sku-90,2021-05-01T00:00:00Z,north,-31.83992767,85.4056778,125.8335266,184.2091827
47,sku-90,2021-06-01T00:00:00Z,north,-32.072258,64.23809814,108.8511734,180.6199646
48,sku-90,2021-07-01T00:00:00Z,north,4.941841126,88.34951782,129.1664581,177.9568787
0,sku-158,2021-01-01T00:00:00Z,south,-5.39723587,34.29536819,60.63968658,88.9673996
1,sku-158,2021-02-01T00:00:00Z,south,-8.69004631,36.05723953,50.1274147,71.44093323
2,sku-158,2021-03-01T00:00:00Z,south,-8.968982697,30.15229607,45.02799988,70.27482605
3,sku-158,2021-04-01T00:00:00Z,south,-0.659654617,34.68174744,56.36682129,77.86519623
4,sku-158,2021-05-01T00:00:00Z,south,-2.791702271,33.01284027,54.34302521,84.91662598
5,sku-158,2021-06-01T00:00:00Z,south,1.140087128,34.08356476,57.32477188,85.27941895
6,sku-158,2021-07-01T00:00:00Z,south,-6.202030182,32.33692169,47.46189117,76.90814209
7,sku-167,2021-01-01T00:00:00Z,west,-21.27164459,67.19309998,107.8878326,134.0542297
8,sku-167,2021-02-01T00:00:00Z,west,-18.14028168,44.79385376,88.85423279,125.1925201
9,sku-167,2021-03-01T00:00:00Z,west,-60.27085495,37.09309006,79.67606354,133.0178528
10,sku-167,2021-04-01T00:00:00Z,west,-9.316753388,76.13005829,121.9766769,169.793457
11,sku-167,2021-05-01T00:00:00Z,west,-15.35839081,63.13846207,95.76368713,152.5836029
12,sku-167,2021-06-01T00:00:00Z,west,-29.99761963,67.61423492,114.0312347,159.9262085
13,sku-167,2021-07-01T00:00:00Z,west,-19.41938019,55.12890625,112.1620483,148.9840851
14,sku-24,2021-01-01T00:00:00Z,west,63.90847415,141.2501572,181.9556379,218.5918402
15,sku-24,2021-02-01T00:00:00Z,west,52.53864964,152.7146349,205.437972,252.8906201
16,sku-24,2021-03-01T00:00:00Z,west,38.22171725,164.1791126,230.4713902,290.1365079
17,sku-24,2021-04-01T00:00:00Z,west,19.20248471,175.6435903,257.9796625,332.0846959
18,sku-24,2021-05-01T00:00:00Z,west,-5.849312129,187.108068,288.6629165,380.0654481
19,sku-24,2021-06-01T00:00:00Z,west,-38.21283538,198.5725457,323.1943844,435.3579268
20,sku-24,2021-07-01T00:00:00Z,west,-79.27813883,210.0370234,362.3056615,531.3201856
21,sku-27,2021-01-01T00:00:00Z,east,-5.315743854,13.73336206,23.75904268,32.78246798
22,sku-27,2021-02-01T00:00:00Z,east,-6.949200283,14.36712929,25.58606593,35.68345887
23,sku-27,2021-03-01T00:00:00Z,east,-8.623801332,15.00089652,27.43474388,38.62559437
