,Region,SKU_id,date,sales
261,NORTH,SKU-104,01/01/21,84
262,NORTH,SKU-104,01/02/21,256
263,NORTH,SKU-104,01/03/21,244
264,NORTH,SKU-104,01/04/21,200
265,NORTH,SKU-104,01/05/21,32
266,NORTH,SKU-105,01/04/18,44
267,NORTH,SKU-105,01/05/18,48
268,NORTH,SKU-105,01/06/18,83
269,NORTH,SKU-105,01/07/18,87
270,NORTH,SKU-105,01/08/18,55
271,NORTH,SKU-105,01/09/18,88
272,NORTH,SKU-105,01/10/18,117
273,NORTH,SKU-105,01/11/18,99
274,NORTH,SKU-105,01/12/18,65
275,NORTH,SKU-105,01/01/19,40
276,NORTH,SKU-105,01/02/19,29
277,NORTH,SKU-105,01/03/19,58
278,NORTH,SKU-105,01/04/19,28
279,NORTH,SKU-105,01/05/19,24
280,NORTH,SKU-105,01/06/19,39
281,NORTH,SKU-105,01/07/19,83
282,NORTH,SKU-105,01/08/19,19
283,NORTH,SKU-105,01/09/19,27
284,NORTH,SKU-105,01/10/19,34
285,NORTH,SKU-105,01/11/19,83
286,NORTH,SKU-105,01/12/19,43
287,NORTH,SKU-105,01/01/20,24
288,NORTH,SKU-105,01/02/20,36
289,NORTH,SKU-105,01/03/20,42
290,NORTH,SKU-105,01/04/20,14
291,NORTH,SKU-105,01/05/20,25
292,NORTH,SKU-105,01/06/20,21
293,NORTH,SKU-105,01/07/20,29
294,NORTH,SKU-105,01/08/20,31
295,NORTH,SKU-105,01/09/20,65
296,NORTH,SKU-105,01/10/20,74
297,NORTH,SKU-105,01/11/20,32
298,NORTH,SKU-105,01/12/20,27
299,NORTH,SKU-105,01/01/21,23
300,NORTH,SKU-105,01/02/21,40
301,NORTH,SKU-105,01/03/21,57
302,NORTH,SKU-105,01/04/21,19
303,NORTH,SKU-105,01/05/21,19
304,NORTH,SKU-106,01/04/18,1290
305,NORTH,SKU-106,01/05/18,1586
306,NORTH,SKU-106,01/06/18,950
307,NORTH,SKU-106,01/07/18,490
308,NORTH,SKU-106,01/08/18,1330
309,NORTH,SKU-106,01/09/18,1522
310,NORTH,SKU-106,01/10/18,1582
311,NORTH,SKU-106,01/11/18,2262
312,NORTH,SKU-106,01/12/18,2350
313,NORTH,SKU-106,01/01/19,1502
314,NORTH,SKU-106,01/02/19,834
315,NORTH,SKU-106,01/03/19,5334
316,NORTH,SKU-106,01/04/19,1934
317,NORTH,SKU-106,01/05/19,1670
318,NORTH,SKU-106,01/06/19,1722
319,NORTH,SKU-106,01/07/19,634
320,NORTH,SKU-106,01/08/19,558
321,NORTH,SKU-106,01/09/19,1426
322,NORTH,SKU-106,01/10/19,554
323,NORTH,SKU-106,01/11/19,1310
324,NORTH,SKU-106,01/12/19,1654
325,NORTH,SKU-106,01/01/20,802
326,NORTH,SKU-106,01/02/20,1046
327,NORTH,SKU-106,01/03/20,1050
328,NORTH,SKU-106,01/04/20,2
329,NORTH,SKU-106,01/05/20,130
330,NORTH,SKU-106,01/06/20,234
331,NORTH,SKU-106,01/07/20,658
332,NORTH,SKU-106,01/08/20,574
333,NORTH,SKU-106,01/09/20,826
334,NORTH,SKU-106,01/10/20,534
335,NORTH,SKU-106,01/11/20,1082
336,NORTH,SKU-106,01/12/20,1362
337,NORTH,SKU-106,01/01/21,882
338,NORTH,SKU-106,01/02/21,966
339,NORTH,SKU-106,01/03/21,2118
340,NORTH,SKU-106,01/04/21,146
341,NORTH,SKU-106,01/05/21,82
342,NORTH,SKU-107,01/04/18,640
343,NORTH,SKU-107,01/05/18,868
344,NORTH,SKU-107,01/06/18,691
345,NORTH,SKU-107,01/07/18,469
346,NORTH,SKU-107,01/08/18,562
347,NORTH,SKU-107,01/09/18,634
348,NORTH,SKU-107,01/10/18,490
349,NORTH,SKU-107,01/11/18,988
350,NORTH,SKU-107,01/12/18,607
351,NORTH,SKU-107,01/01/19,604
352,NORTH,SKU-107,01/02/19,247
353,NORTH,SKU-107,01/03/19,1000
354,NORTH,SKU-107,01/04/19,961
355,NORTH,SKU-107,01/05/19,343
356,NORTH,SKU-107,01/06/19,472
357,NORTH,SKU-107,01/07/19,739
358,NORTH,SKU-107,01/08/19,196
359,NORTH,SKU-107,01/09/19,550
360,NORTH,SKU-107,01/10/19,199
361,NORTH,SKU-107,01/11/19,421
362,NORTH,SKU-107,01/12/19,427
363,NORTH,SKU-107,01/01/20,208
364,NORTH,SKU-107,01/02/20,277
365,NORTH,SKU-107,01/03/20,382
366,NORTH,SKU-107,01/04/20,10
367,NORTH,SKU-107,01/05/20,34
368,NORTH,SKU-107,01/06/20,118
369,NORTH,SKU-107,01/07/20,70
370,NORTH,SKU-107,01/08/20,331
371,NORTH,SKU-107,01/09/20,70
372,NORTH,SKU-107,01/10/20,343
373,NORTH,SKU-107,01/11/20,412
374,NORTH,SKU-107,01/12/20,274
375,NORTH,SKU-107,01/01/21,106
376,NORTH,SKU-107,01/02/21,340
377,NORTH,SKU-107,01/03/21,538
378,NORTH,SKU-107,01/04/21,85
379,NORTH,SKU-107,01/05/21,22
380,NORTH,SKU-108,01/04/18,173
381,NORTH,SKU-108,01/05/18,833
382,NORTH,SKU-108,01/06/18,281
383,NORTH,SKU-108,01/07/18,145
384,NORTH,SKU-108,01/08/18,679
385,NORTH,SKU-108,01/09/18,569
386,NORTH,SKU-108,01/10/18,483
387,NORTH,SKU-108,01/11/18,1113
388,NORTH,SKU-108,01/12/18,817
389,NORTH,SKU-108,01/01/19,655
390,NORTH,SKU-108,01/02/19,281
391,NORTH,SKU-108,01/03/19,1315
392,NORTH,SKU-108,01/04/19,899
393,NORTH,SKU-108,01/05/19,273
394,NORTH,SKU-108,01/06/19,507
395,NORTH,SKU-108,01/07/19,541
396,NORTH,SKU-108,01/08/19,153
397,NORTH,SKU-108,01/09/19,267
398,NORTH,SKU-108,01/10/19,347
399,NORTH,SKU-108,01/11/19,285
400,NORTH,SKU-108,01/12/19,831
401,NORTH,SKU-108,01/01/20,301
402,NORTH,SKU-108,01/02/20,237
403,NORTH,SKU-108,01/03/20,429
404,NORTH,SKU-108,01/04/20,17
405,NORTH,SKU-108,01/05/20,125
406,NORTH,SKU-108,01/06/20,125
407,NORTH,SKU-108,01/07/20,273
408,NORTH,SKU-108,01/08/20,329
409,NORTH,SKU-108,01/09/20,361
410,NORTH,SKU-108,01/10/20,341
411,NORTH,SKU-108,01/11/20,445
412,NORTH,SKU-108,01/12/20,563
413,NORTH,SKU-108,01/01/21,331
414,NORTH,SKU-108,01/02/21,533
415,NORTH,SKU-108,01/03/21,625
416,NORTH,SKU-108,01/04/21,313
417,NORTH,SKU-108,01/05/21,37
418,NORTH,SKU-109,01/04/18,17
419,NORTH,SKU-109,01/05/18,257
420,NORTH,SKU-109,01/06/18,69
421,NORTH,SKU-109,01/07/18,105
422,NORTH,SKU-109,01/08/18,113
423,NORTH,SKU-109,01/09/18,665
424,NORTH,SKU-109,01/10/18,117
425,NORTH,SKU-109,01/11/18,217
426,NORTH,SKU-109,01/12/18,85
427,NORTH,SKU-109,01/01/19,25
428,NORTH,SKU-109,01/02/19,57
429,NORTH,SKU-109,01/03/19,177
430,NORTH,SKU-109,01/04/19,69
431,NORTH,SKU-109,01/05/19,125
432,NORTH,SKU-109,01/06/19,117
433,NORTH,SKU-109,01/07/19,9
434,NORTH,SKU-109,01/08/19,9
435,NORTH,SKU-109,01/09/19,81
436,NORTH,SKU-109,01/10/19,69
437,NORTH,SKU-109,01/11/19,109
438,NORTH,SKU-109,01/12/19,269
439,NORTH,SKU-109,01/01/20,9
440,NORTH,SKU-109,01/02/20,49
441,NORTH,SKU-109,01/03/20,41
442,NORTH,SKU-109,01/04/20,209
443,NORTH,SKU-109,01/05/20,9
444,NORTH,SKU-109,01/06/20,9
445,NORTH,SKU-109,01/07/20,17
446,NORTH,SKU-109,01/08/20,25
447,NORTH,SKU-109,01/09/20,9
448,NORTH,SKU-109,01/10/20,9
449,NORTH,SKU-109,01/11/20,89
450,NORTH,SKU-109,01/12/20,9
451,NORTH,SKU-109,01/01/21,137
452,NORTH,SKU-109,01/02/21,89
453,NORTH,SKU-109,01/03/21,9
454,NORTH,SKU-109,01/04/21,9
455,NORTH,SKU-109,01/05/21,9
456,NORTH,SKU-11,01/04/18,5
457,NORTH,SKU-11,01/05/18,5
458,NORTH,SKU-11,01/06/18,5
459,NORTH,SKU-11,01/07/18,5
460,NORTH,SKU-11,01/08/18,5
461,NORTH,SKU-11,01/09/18,5
462,NORTH,SKU-11,01/10/18,5
463,NORTH,SKU-11,01/11/18,5
464,NORTH,SKU-11,01/12/18,5
465,NORTH,SKU-11,01/01/19,5
466,NORTH,SKU-11,01/02/19,5
467,NORTH,SKU-11,01/03/19,5
468,NORTH,SKU-11,01/04/19,5
469,NORTH,SKU-11,01/05/19,5
470,NORTH,SKU-11,01/06/19,5
471,NORTH,SKU-11,01/07/19,5
472,NORTH,SKU-11,01/08/19,5
473,NORTH,SKU-11,01/09/19,5
474,NORTH,SKU-11,01/10/19,5
475,NORTH,SKU-11,01/11/19,5
476,NORTH,SKU-11,01/12/19,5
477,NORTH,SKU-11,01/01/20,5
478,NORTH,SKU-11,01/02/20,5
479,NORTH,SKU-11,01/03/20,5
480,NORTH,SKU-11,01/04/20,5
481,NORTH,SKU-11,01/05/20,5
482,NORTH,SKU-11,01/06/20,5
483,NORTH,SKU-11,01/07/20,5
484,NORTH,SKU-11,01/08/20,55
485,NORTH,SKU-11,01/09/20,143
486,NORTH,SKU-11,01/10/20,37
487,NORTH,SKU-11,01/11/20,97
488,NORTH,SKU-11,01/12/20,65
489,NORTH,SKU-11,01/01/21,255
490,NORTH,SKU-11,01/02/21,105
491,NORTH,SKU-11,01/03/21,173
492,NORTH,SKU-11,01/04/21,45
493,NORTH,SKU-11,01/05/21,67
494,NORTH,SKU-110,01/04/18,49
495,NORTH,SKU-110,01/05/18,5
496,NORTH,SKU-110,01/06/18,61
497,NORTH,SKU-110,01/07/18,17
498,NORTH,SKU-110,01/08/18,5
499,NORTH,SKU-110,01/09/18,141
500,NORTH,SKU-110,01/10/18,7
501,NORTH,SKU-110,01/11/18,5
502,NORTH,SKU-110,01/12/18,47
503,NORTH,SKU-110,01/01/19,5
504,NORTH,SKU-110,01/02/19,127
505,NORTH,SKU-110,01/03/19,45
506,NORTH,SKU-110,01/04/19,5
507,NORTH,SKU-110,01/05/19,5
508,NORTH,SKU-110,01/06/19,25
509,NORTH,SKU-110,01/07/19,21
510,NORTH,SKU-110,01/08/19,521
511,NORTH,SKU-110,01/09/19,5
512,NORTH,SKU-110,01/10/19,5
513,NORTH,SKU-110,01/11/19,5
514,NORTH,SKU-110,01/12/19,105
515,NORTH,SKU-110,01/01/20,5
516,NORTH,SKU-110,01/02/20,55
517,NORTH,SKU-110,01/03/20,205
518,NORTH,SKU-110,01/04/20,5
519,NORTH,SKU-110,01/05/20,33
520,NORTH,SKU-110,01/06/20,5
521,NORTH,SKU-110,01/07/20,5
522,NORTH,SKU-110,01/08/20,313
523,NORTH,SKU-110,01/09/20,149
524,NORTH,SKU-110,01/10/20,5
525,NORTH,SKU-110,01/11/20,5
526,NORTH,SKU-110,01/12/20,9
527,NORTH,SKU-110,01/01/21,15
528,NORTH,SKU-110,01/02/21,9
529,NORTH,SKU-110,01/03/21,11
530,NORTH,SKU-110,01/04/21,5
531,NORTH,SKU-110,01/05/21,5
532,NORTH,SKU-111,01/04/18,150
533,NORTH,SKU-111,01/05/18,243
534,NORTH,SKU-111,01/06/18,252
535,NORTH,SKU-111,01/07/18,93
536,NORTH,SKU-111,01/08/18,42
537,NORTH,SKU-111,01/09/18,465
538,NORTH,SKU-111,01/10/18,234
539,NORTH,SKU-111,01/11/18,372
540,NORTH,SKU-111,01/12/18,237
541,NORTH,SKU-111,01/01/19,222
542,NORTH,SKU-111,01/02/19,96
543,NORTH,SKU-111,01/03/19,567
544,NORTH,SKU-111,01/04/19,153
545,NORTH,SKU-111,01/05/19,24
546,NORTH,SKU-111,01/06/19,114
547,NORTH,SKU-111,01/07/19,252
548,NORTH,SKU-111,01/08/19,204
549,NORTH,SKU-111,01/09/19,345
550,NORTH,SKU-111,01/10/19,351
551,NORTH,SKU-111,01/11/19,177
552,NORTH,SKU-111,01/12/19,246
553,NORTH,SKU-111,01/01/20,447
554,NORTH,SKU-111,01/02/20,318
555,NORTH,SKU-111,01/03/20,6
556,NORTH,SKU-111,01/04/20,3
557,NORTH,SKU-111,01/05/20,33
558,NORTH,SKU-111,01/06/20,48
559,NORTH,SKU-111,01/07/20,51
560,NORTH,SKU-111,01/08/20,57
561,NORTH,SKU-111,01/09/20,9
562,NORTH,SKU-111,01/10/20,15
563,NORTH,SKU-111,01/11/20,72
564,NORTH,SKU-111,01/12/20,63
565,NORTH,SKU-111,01/01/21,177
566,NORTH,SKU-111,01/02/21,444
567,NORTH,SKU-111,01/03/21,129
568,NORTH,SKU-111,01/04/21,57
569,NORTH,SKU-111,01/05/21,3
570,NORTH,SKU-112,01/04/18,6
571,NORTH,SKU-112,01/05/18,86
572,NORTH,SKU-112,01/06/18,16
573,NORTH,SKU-112,01/07/18,6
574,NORTH,SKU-112,01/08/18,6
575,NORTH,SKU-112,01/09/18,28
576,NORTH,SKU-112,01/10/18,6
577,NORTH,SKU-112,01/11/18,6
578,NORTH,SKU-112,01/12/18,6
579,NORTH,SKU-112,01/01/19,20
580,NORTH,SKU-112,01/02/19,6
581,NORTH,SKU-112,01/03/19,20
582,NORTH,SKU-112,01/04/19,6
583,NORTH,SKU-112,01/05/19,6
584,NORTH,SKU-112,01/06/19,14
585,NORTH,SKU-112,01/07/19,6
586,NORTH,SKU-112,01/08/19,6
587,NORTH,SKU-112,01/09/19,6
588,NORTH,SKU-112,01/10/19,6
589,NORTH,SKU-112,01/11/19,6
590,NORTH,SKU-112,01/12/19,14
591,NORTH,SKU-112,01/01/20,86
592,NORTH,SKU-112,01/02/20,56
593,NORTH,SKU-112,01/03/20,6
594,NORTH,SKU-112,01/04/20,6
595,NORTH,SKU-112,01/05/20,58
596,NORTH,SKU-112,01/06/20,6
597,NORTH,SKU-112,01/07/20,8
598,NORTH,SKU-112,01/08/20,6
599,NORTH,SKU-112,01/09/20,42
600,NORTH,SKU-112,01/10/20,6
601,NORTH,SKU-112,01/11/20,6
602,NORTH,SKU-112,01/12/20,6
603,NORTH,SKU-112,01/01/21,10
604,NORTH,SKU-112,01/02/21,14
605,NORTH,SKU-112,01/03/21,18
606,NORTH,SKU-112,01/04/21,6
607,NORTH,SKU-112,01/05/21,6
608,NORTH,SKU-113,01/04/18,352
609,NORTH,SKU-113,01/05/18,223
610,NORTH,SKU-113,01/06/18,745
611,NORTH,SKU-113,01/07/18,409
612,NORTH,SKU-113,01/08/18,169
613,NORTH,SKU-113,01/09/18,283
614,NORTH,SKU-113,01/10/18,85
615,NORTH,SKU-113,01/11/18,1066
616,NORTH,SKU-113,01/12/18,1324
617,NORTH,SKU-113,01/01/19,151
618,NORTH,SKU-113,01/02/19,175
619,NORTH,SKU-113,01/03/19,811
620,NORTH,SKU-113,01/04/19,184
621,NORTH,SKU-113,01/05/19,313
622,NORTH,SKU-113,01/06/19,541
623,NORTH,SKU-113,01/07/19,187
624,NORTH,SKU-113,01/08/19,247
625,NORTH,SKU-113,01/09/19,1663
626,NORTH,SKU-113,01/10/19,817
627,NORTH,SKU-113,01/11/19,892
628,NORTH,SKU-113,01/12/19,1381
629,NORTH,SKU-113,01/01/20,955
630,NORTH,SKU-113,01/02/20,883
631,NORTH,SKU-113,01/03/20,67
632,NORTH,SKU-113,01/04/20,1
633,NORTH,SKU-113,01/05/20,76
634,NORTH,SKU-113,01/06/20,79
635,NORTH,SKU-113,01/07/20,28
636,NORTH,SKU-113,01/08/20,49
637,NORTH,SKU-113,01/09/20,73
638,NORTH,SKU-113,01/10/20,1
639,NORTH,SKU-113,01/11/20,61
640,NORTH,SKU-113,01/12/20,163
641,NORTH,SKU-113,01/01/21,487
642,NORTH,SKU-113,01/02/21,775
643,NORTH,SKU-113,01/03/21,232
644,NORTH,SKU-113,01/04/21,19
645,NORTH,SKU-113,01/05/21,1
646,NORTH,SKU-114,01/04/18,3
647,NORTH,SKU-114,01/05/18,5
648,NORTH,SKU-114,01/06/18,3
649,NORTH,SKU-114,01/07/18,35
650,NORTH,SKU-114,01/08/18,3
651,NORTH,SKU-114,01/09/18,13
652,NORTH,SKU-114,01/10/18,3
653,NORTH,SKU-114,01/11/18,35
654,NORTH,SKU-114,01/12/18,29
655,NORTH,SKU-114,01/01/19,3
656,NORTH,SKU-114,01/02/19,19
657,NORTH,SKU-114,01/03/19,3
658,NORTH,SKU-114,01/04/19,45
659,NORTH,SKU-114,01/05/19,31
660,NORTH,SKU-114,01/06/19,3
661,NORTH,SKU-114,01/07/19,3
662,NORTH,SKU-114,01/08/19,11
